period,oversold,overbought,aggression_factor,low_buy,high_sell,buy_amount,pnl,runtime
45,35,66,0.1,10,85,12,16856.0,7.475352048873901
65,35,69,0.1,15,80,16,2044.0,7.5575079917907715
65,31,68,0.30000000000000004,10,85,14,-340.0,7.42790412902832
35,37,69,0.2,10,85,5,3468.0,7.358995199203491
60,26,68,0.4,15,90,16,12106.0,7.54266881942749
60,38,69,0.2,10,90,18,7325.0,7.597488880157471
70,26,63,0.5,20,80,15,12107.0,7.5000739097595215
60,29,70,0.1,20,75,17,1018.0,7.331417798995972
40,34,70,0.30000000000000004,20,85,4,12162.0,7.449350833892822
30,34,62,0.4,15,90,6,-7396.0,7.508262872695923
65,36,69,0.6000000000000001,15,75,3,1.0,7.528454780578613
50,38,62,0.6000000000000001,10,85,5,10430.0,7.379074811935425
70,26,75,0.1,10,90,15,4122.0,7.336359977722168
40,26,67,0.30000000000000004,10,90,4,14932.0,7.245452880859375
40,36,67,0.5,10,85,4,5128.0,7.415170907974243
65,25,73,0.5,20,80,18,6345.0,7.300030946731567
30,38,73,0.1,15,80,10,-740.0,7.4058897495269775
35,36,60,0.6000000000000001,20,80,6,-4840.0,7.387599229812622
60,32,62,0.1,20,90,13,31272.0,7.48141884803772
70,38,63,0.6000000000000001,20,80,9,27428.0,7.530470848083496
65,31,60,0.6000000000000001,10,85,16,21201.0,7.57381796836853
50,35,69,0.2,15,85,3,11211.0,7.506561994552612
45,32,61,0.1,20,85,5,21204.0,7.512231826782227
65,33,67,0.6000000000000001,20,75,2,9208.0,7.577651023864746
55,34,73,0.6000000000000001,15,75,6,1832.0,7.451549053192139
35,37,75,0.4,15,75,19,-4983.0,7.380839109420776
55,36,60,0.1,10,80,15,37298.0,7.395695924758911
40,30,63,0.5,20,75,17,16298.0,7.553899049758911
70,39,62,0.1,10,90,8,26137.0,7.506485939025879
70,34,74,0.1,15,80,7,-2815.0,7.550062894821167
30,39,68,0.30000000000000004,15,90,16,-13022.0,7.482109785079956
45,29,61,0.4,20,85,16,27752.0,7.403501987457275
55,33,71,0.2,20,90,16,3526.0,7.405533790588379
70,40,64,0.6000000000000001,10,85,4,14007.0,7.455506801605225
65,34,66,0.6000000000000001,20,90,10,9262.0,7.534457683563232
50,38,72,0.4,20,80,13,1830.0,7.435111045837402
65,35,68,0.2,20,75,8,6793.0,7.52578592300415
30,27,69,0.2,10,80,7,18984.0,7.432308912277222
55,35,75,0.30000000000000004,15,85,16,599.0,7.309352874755859
30,33,75,0.6000000000000001,10,85,16,1586.0,7.373013973236084
45,29,62,0.4,20,90,16,26452.0,7.647289991378784
40,38,73,0.1,10,80,16,-2140.0,7.725445985794067
70,36,61,0.5,15,80,18,29924.0,7.587036848068237
40,27,68,0.5,10,75,19,11004.0,7.632241725921631
65,32,70,0.1,10,75,9,-4257.0,7.483664035797119
55,38,61,0.1,15,85,15,26790.0,7.597320079803467
35,27,65,0.4,10,80,4,25098.0,7.654483795166016
55,37,74,0.5,10,80,8,-1083.0,7.743757009506226
45,38,67,0.30000000000000004,15,90,16,5168.0,7.654805898666382
65,33,63,0.6000000000000001,10,85,12,22536.0,7.476351976394653
45,30,69,0.4,15,90,9,13566.0,7.508647203445435
45,39,64,0.2,15,90,17,-6442.0,7.6763389110565186
35,31,74,0.2,10,75,18,5939.0,7.652834892272949
35,35,65,0.1,20,90,16,2680.0,7.620621204376221
50,36,69,0.30000000000000004,10,80,10,10966.0,7.61588191986084
45,40,72,0.6000000000000001,10,85,4,-1991.0,7.557011842727661
60,26,68,0.30000000000000004,15,90,7,10676.0,7.4414873123168945
30,37,62,0.2,15,75,8,-23913.0,7.515122890472412
30,27,64,0.6000000000000001,10,90,15,17928.0,7.372423887252808
65,26,75,0.6000000000000001,15,85,2,3729.0,7.4137609004974365
50,35,71,0.2,20,85,11,6234.0,7.390009164810181
70,36,75,0.1,15,85,9,-3417.0,7.4986889362335205
70,30,70,0.1,15,90,16,-1.0,7.4625959396362305
60,34,75,0.1,20,90,6,-861.0,7.4650280475616455
55,27,62,0.1,10,85,17,14596.0,7.4406421184539795
30,28,67,0.4,10,90,18,17802.0,7.325494050979614
65,26,61,0.4,15,80,18,10520.0,7.483310222625732
55,29,60,0.4,20,75,8,25466.0,7.435263156890869
65,39,66,0.2,20,90,14,9550.0,7.4325878620147705
30,37,60,0.5,15,85,2,-33999.0,7.477436065673828
40,35,65,0.30000000000000004,15,75,16,7586.0,7.509737014770508
35,27,61,0.6000000000000001,20,85,18,20362.0,7.372417211532593
30,28,63,0.6000000000000001,20,85,10,13091.0,7.52203893661499
50,34,64,0.4,10,90,18,22829.0,7.522705078125
70,30,69,0.1,20,75,19,2656.0,7.359964847564697
50,28,65,0.5,10,80,7,17710.0,7.292295932769775
65,29,66,0.30000000000000004,10,85,8,10584.0,7.517369747161865
45,26,71,0.1,10,75,12,5716.0,7.562854051589966
30,40,61,0.5,15,90,16,-45518.0,7.60931921005249
70,27,65,0.5,20,85,12,13616.0,7.438400983810425
60,34,72,0.4,10,85,6,2509.0,7.377653121948242
35,40,75,0.6000000000000001,20,75,2,-7127.0,7.451315879821777
60,39,66,0.1,10,85,19,13904.0,7.481799840927124
40,39,70,0.30000000000000004,15,75,17,2019.0,7.376238107681274
30,27,60,0.2,20,75,11,11242.0,7.420868158340454
35,34,69,0.6000000000000001,10,90,17,13175.0,7.384422779083252
50,28,66,0.30000000000000004,20,75,14,14564.0,7.346757173538208
55,26,66,0.6000000000000001,10,90,19,7412.0,7.548610210418701
65,31,60,0.2,15,85,10,22560.0,7.619778156280518
60,29,67,0.30000000000000004,15,85,6,7534.0,7.4133689403533936
30,26,73,0.6000000000000001,10,85,7,15550.0,7.450436115264893
35,31,65,0.30000000000000004,20,85,17,20584.0,7.497670888900757
65,39,70,0.6000000000000001,10,80,10,830.0,7.4338459968566895
30,30,63,0.2,10,75,6,7817.0,7.348165035247803
55,30,71,0.4,10,75,16,-5946.0,7.3983070850372314
30,39,74,0.6000000000000001,10,90,7,-6042.0,7.434412002563477
55,35,68,0.2,10,75,19,17782.0,7.360361099243164
50,35,71,0.4,10,90,18,5909.0,7.362637042999268
45,25,60,0.6000000000000001,10,90,8,15338.0,7.358008861541748
60,37,70,0.4,15,80,6,4201.0,7.708799123764038
45,33,62,0.6000000000000001,15,80,6,17366.0,7.616079092025757
60,35,66,0.5,20,85,15,17431.0,7.4719626903533936
65,34,67,0.1,20,80,7,5511.0,7.602650880813599
45,34,67,0.30000000000000004,20,75,2,10549.0,7.492140054702759
60,39,73,0.5,20,90,16,-2405.0,7.495752811431885
60,31,69,0.1,15,80,14,2791.0,7.5361692905426025
65,38,71,0.4,20,90,17,-1636.0,7.510840177536011
35,39,70,0.1,20,85,17,-4985.0,7.416964054107666
60,38,71,0.30000000000000004,15,90,12,-217.0,7.558785676956177
70,36,69,0.2,20,90,7,-2767.0,7.760318994522095
70,39,63,0.2,15,85,9,24950.0,7.5074827671051025
65,39,67,0.30000000000000004,10,75,14,5527.0,7.509440898895264
70,27,62,0.2,15,85,9,12906.0,7.647663831710815
60,39,73,0.6000000000000001,15,90,3,-2246.0,7.7531280517578125
65,25,75,0.30000000000000004,20,75,19,3698.0,7.533804178237915
65,30,70,0.4,15,75,18,-244.0,7.717119932174683
45,40,64,0.2,20,90,2,-6307.0,7.764713287353516
50,29,63,0.1,15,90,18,25780.0,7.8354172706604
45,28,60,0.30000000000000004,15,90,11,21771.0,7.746074914932251
45,40,61,0.5,20,90,13,-8403.0,7.804303169250488
35,32,73,0.1,15,90,18,11089.0,7.79262113571167
55,34,61,0.6000000000000001,20,85,12,34824.0,7.5412681102752686
70,35,74,0.30000000000000004,10,85,11,-3007.0,7.598927974700928
55,35,73,0.30000000000000004,15,90,19,-397.0,7.48130989074707
70,29,67,0.30000000000000004,10,85,3,7390.0,7.534173011779785
55,36,65,0.6000000000000001,20,80,15,25833.0,7.520475149154663
70,33,71,0.1,15,85,11,-4435.0,7.537721157073975
30,39,70,0.6000000000000001,10,75,18,-8132.0,7.444493770599365
60,32,72,0.4,10,90,9,-1804.0,7.346815824508667
60,25,74,0.4,15,90,17,8397.0,7.538463115692139
60,34,71,0.4,15,75,6,998.0,7.426961898803711
55,36,70,0.30000000000000004,20,75,17,10758.0,7.49234414100647
70,30,61,0.5,15,80,6,15597.0,7.510143041610718
55,27,72,0.2,20,80,13,-2086.0,7.37699031829834
30,33,61,0.4,20,80,17,-5298.0,7.607707977294922
45,33,70,0.4,15,80,17,8764.0,7.39865779876709
55,31,70,0.1,15,80,16,2068.0,7.481952905654907
70,28,71,0.5,10,85,12,6265.0,7.404469728469849
45,40,73,0.2,20,75,7,-1909.0,7.469035863876343
45,25,73,0.1,20,80,14,7020.0,7.417430639266968
70,27,67,0.2,10,85,4,9273.0,7.504753112792969
45,28,70,0.2,20,90,11,10556.0,7.406309127807617
70,39,65,0.2,20,75,7,15302.0,7.42223596572876
55,37,65,0.2,20,75,6,23730.0,7.538013935089111
60,36,75,0.1,15,90,3,-1438.0,7.50252890586853
55,32,75,0.5,15,85,13,317.0,7.469817161560059
70,31,69,0.4,15,80,2,-16.0,7.40622091293335
65,34,63,0.30000000000000004,20,75,12,25366.0,7.4829182624816895
30,34,67,0.6000000000000001,20,80,16,2034.0,7.606285095214844
50,33,72,0.30000000000000004,10,80,18,6410.0,7.376661062240601
35,29,73,0.4,20,90,10,6917.0,7.543712139129639
65,30,63,0.30000000000000004,15,90,11,16384.0,7.466145753860474
70,36,65,0.4,20,80,5,16032.0,7.556992053985596
70,33,69,0.1,15,75,3,-4286.0,7.555854797363281
45,35,62,0.5,10,85,14,15446.0,7.587907075881958
60,36,69,0.1,20,90,12,7637.0,7.524014234542847
70,33,64,0.5,15,85,8,13809.0,7.447448968887329
70,34,61,0.5,10,90,18,24689.0,7.396093845367432
60,33,74,0.5,20,80,2,-902.0,7.569658041000366
50,38,74,0.5,10,90,9,-2311.0,7.497323036193848
45,32,74,0.2,10,85,2,1888.0,7.520761013031006
55,29,74,0.6000000000000001,15,80,16,-4509.0,7.440698146820068
35,25,63,0.6000000000000001,20,90,2,20843.0,7.352993965148926
65,26,65,0.30000000000000004,10,85,10,9122.0,7.5031843185424805
55,27,73,0.4,20,90,17,3576.0,7.367186069488525
50,31,73,0.1,10,80,19,1931.0,7.440712928771973
30,37,70,0.4,20,85,9,-5724.0,7.4445672035217285
40,25,69,0.30000000000000004,10,80,4,9362.0,7.652073860168457
45,28,66,0.30000000000000004,10,90,14,12232.0,7.465070962905884
55,28,66,0.5,15,90,6,9285.0,7.427750825881958
45,28,61,0.6000000000000001,10,85,10,20766.0,7.649512052536011
60,34,67,0.2,20,90,17,15984.0,7.524764776229858
60,30,75,0.4,20,90,17,-3114.0,7.363795757293701
50,29,72,0.4,20,90,19,2122.0,7.454370021820068
35,25,60,0.30000000000000004,10,85,5,17725.0,7.634261131286621
45,31,69,0.1,20,80,9,9275.0,7.571149826049805
45,27,72,0.1,20,90,17,-656.0,7.552464008331299
70,29,63,0.2,20,80,19,11866.0,7.591625928878784
70,34,74,0.6000000000000001,20,75,15,-3716.0,7.680933237075806
45,39,61,0.30000000000000004,10,80,16,-6434.0,7.593334913253784
50,28,64,0.30000000000000004,10,90,15,18256.0,7.48697304725647
55,27,70,0.30000000000000004,15,85,15,5060.0,7.6418256759643555
40,39,73,0.30000000000000004,15,75,12,-2721.0,7.471417188644409
50,31,65,0.30000000000000004,10,80,19,15076.0,7.55103611946106
35,34,63,0.4,15,75,9,9306.0,7.623754978179932
40,29,69,0.6000000000000001,20,75,10,9260.0,7.660211086273193
55,40,72,0.30000000000000004,15,80,18,-1212.0,7.717126846313477
60,29,64,0.6000000000000001,15,80,7,17072.0,7.868039846420288
45,31,64,0.6000000000000001,20,80,16,15378.0,7.760678768157959
30,28,66,0.30000000000000004,15,85,18,17992.0,7.553638935089111
50,28,68,0.1,20,75,10,8944.0,7.509102821350098
60,39,65,0.2,20,85,6,15779.0,7.760432958602905
35,25,63,0.4,20,85,16,20310.0,7.845478773117065
55,36,66,0.4,10,75,12,25083.0,7.719742059707642
45,28,75,0.2,20,80,13,45.0,7.534242153167725
30,29,66,0.1,20,90,4,17573.0,7.5974767208099365
50,39,62,0.4,10,75,19,7814.0,7.612567901611328
55,29,71,0.30000000000000004,10,90,16,-5283.0,7.62138295173645
30,27,70,0.5,20,75,10,16235.0,7.536885976791382
40,32,75,0.2,15,80,15,-1408.0,7.6338160037994385
45,37,69,0.1,10,80,7,8133.0,7.436085939407349
65,38,62,0.5,15,85,12,30809.0,7.548257112503052
45,34,75,0.2,10,85,3,-259.0,7.783892869949341
55,25,65,0.1,10,80,14,8199.0,7.7060630321502686
55,40,70,0.6000000000000001,10,90,7,3951.0,7.914331912994385
70,28,69,0.5,10,80,3,10364.0,7.707772254943848
65,40,71,0.5,10,80,10,-1925.0,7.815672159194946
50,27,67,0.6000000000000001,15,85,4,7650.0,7.783530950546265
70,37,72,0.1,15,85,8,-4548.0,7.811666965484619
35,28,64,0.5,20,80,13,22378.0,7.77817177772522
35,37,69,0.6000000000000001,10,85,8,1083.0,7.7530601024627686
45,27,70,0.4,20,85,19,9927.0,7.503245115280151
60,28,72,0.2,20,80,7,3026.0,7.547386169433594
30,26,64,0.5,15,75,2,20241.0,7.591385841369629
65,30,75,0.2,15,90,16,-108.0,7.426828145980835
70,39,71,0.6000000000000001,15,80,9,-5676.0,7.657785892486572
45,38,75,0.30000000000000004,20,90,16,-3439.0,7.599652051925659
30,26,64,0.30000000000000004,15,80,17,18420.0,7.527137994766235
70,25,74,0.5,15,75,9,1202.0,7.232624053955078
30,31,72,0.1,15,80,15,14376.0,7.294280052185059
70,32,74,0.30000000000000004,20,90,4,-3753.0,7.519753932952881
55,39,66,0.6000000000000001,10,75,10,13548.0,7.447847127914429
50,36,72,0.6000000000000001,15,90,6,3105.0,7.4461517333984375
40,25,71,0.4,20,80,14,882.0,7.464860200881958
30,25,65,0.1,15,80,6,18418.0,7.372626781463623
70,31,75,0.5,20,90,16,-734.0,7.442888021469116
30,36,66,0.30000000000000004,20,85,4,-14155.0,7.514743089675903
45,30,75,0.30000000000000004,10,80,10,1596.0,7.476107835769653
40,25,75,0.2,10,75,8,-1829.0,7.602299928665161
50,25,75,0.1,20,75,16,6761.0,7.608760833740234
65,35,72,0.1,20,75,7,-599.0,7.602970123291016
60,29,60,0.5,10,80,16,17854.0,7.649907112121582
45,37,67,0.4,20,85,4,10140.0,7.693578720092773
70,29,68,0.2,15,90,9,7784.0,7.559720039367676
60,36,71,0.2,10,90,5,745.0,7.7435338497161865
50,32,70,0.2,15,80,11,8268.0,7.705777168273926
60,40,72,0.2,10,80,6,-1896.0,7.580276966094971
50,26,65,0.2,15,90,13,10496.0,7.622820138931274
45,34,75,0.4,15,85,4,-893.0,7.633462905883789
50,33,71,0.6000000000000001,20,85,9,9330.0,7.62832498550415
40,39,65,0.30000000000000004,15,85,12,-10858.0,7.672510862350464
45,26,64,0.4,20,75,19,17266.0,7.452682018280029
30,28,64,0.2,10,85,5,16283.0,7.521332025527954
40,34,68,0.30000000000000004,15,90,12,13394.0,7.558125019073486
65,32,71,0.5,20,90,9,-1556.0,7.523509979248047
65,40,68,0.30000000000000004,10,75,19,3281.0,7.6511390209198
55,34,62,0.5,10,90,17,34382.0,7.514885187149048
35,38,72,0.30000000000000004,20,80,9,-2940.0,7.477182149887085
30,38,62,0.5,15,90,17,-30208.0,7.508655071258545
45,40,70,0.30000000000000004,15,90,16,2236.0,7.478951930999756
35,31,73,0.6000000000000001,10,85,13,15820.0,7.4982590675354
35,25,73,0.4,15,80,3,100.0,7.393572092056274
60,40,67,0.30000000000000004,20,85,5,8345.0,7.642636060714722
50,25,74,0.4,15,90,10,4445.0,7.4915220737457275
45,34,60,0.30000000000000004,15,90,16,18922.0,7.456316232681274
50,28,64,0.30000000000000004,15,90,8,18830.0,7.563575983047485
45,39,62,0.30000000000000004,10,90,3,-7516.0,7.7872560024261475
30,39,62,0.5,10,85,19,-32227.0,7.691048860549927
55,28,65,0.5,15,80,8,14152.0,7.733675003051758
30,37,75,0.2,15,90,3,-3343.0,7.646880865097046
60,32,62,0.4,10,85,2,33206.0,7.8249170780181885
40,32,63,0.1,10,75,9,18982.0,7.825904130935669
55,34,70,0.5,10,80,15,9618.0,7.7437520027160645
70,31,73,0.30000000000000004,10,85,8,-1215.0,7.8304009437561035
60,27,72,0.1,15,80,16,9948.0,7.54825496673584
60,39,72,0.6000000000000001,20,90,14,-1671.0,7.596706867218018
60,31,64,0.2,15,90,12,20242.0,7.5873918533325195
55,35,64,0.30000000000000004,20,75,13,32552.0,7.403187036514282
55,30,70,0.30000000000000004,15,80,15,-1702.0,7.610447883605957
70,34,63,0.2,15,85,17,13525.0,7.703442811965942
50,30,72,0.1,15,80,7,3576.0,7.513878107070923
40,29,73,0.2,15,90,6,-482.0,7.530088901519775
65,29,72,0.6000000000000001,15,85,16,8422.0,7.313431978225708
30,27,62,0.5,10,80,5,13055.0,7.3894548416137695
35,33,70,0.4,20,90,4,12953.0,7.509138345718384
70,31,66,0.4,20,85,3,10110.0,7.561475992202759
70,30,74,0.5,10,80,16,-698.0,7.389828681945801
45,33,69,0.5,15,90,12,9083.0,7.491912126541138
55,37,71,0.2,15,90,19,5410.0,7.400548219680786
35,27,64,0.30000000000000004,20,75,5,23615.0,7.533490896224976
45,26,72,0.2,15,80,9,2308.0,7.595739841461182
45,38,74,0.30000000000000004,20,75,6,-1943.0,7.485813617706299
65,38,65,0.30000000000000004,15,90,18,18990.0,7.370610952377319
55,34,63,0.1,15,85,8,30922.0,7.419699192047119
60,40,65,0.1,15,80,19,13961.0,7.507299900054932
50,26,67,0.1,10,90,2,6130.0,7.357650995254517
45,32,71,0.30000000000000004,15,90,11,8770.0,7.357877016067505
30,37,61,0.6000000000000001,20,90,10,-25570.0,7.532168865203857
30,29,63,0.2,10,80,9,11082.0,7.562338829040527
45,40,69,0.2,20,75,18,-1512.0,7.483484983444214
40,32,60,0.30000000000000004,10,85,17,13492.0,7.432870864868164
65,38,63,0.5,15,80,13,29478.0,7.573094844818115
50,40,62,0.6000000000000001,15,80,10,1206.0,7.4583210945129395
30,30,69,0.30000000000000004,10,90,12,11034.0,7.574575901031494
30,29,60,0.2,20,75,8,5706.0,7.505131959915161
45,40,72,0.2,20,80,9,-2081.0,7.497730016708374
45,32,75,0.1,10,75,2,-285.0,7.516447067260742
30,25,69,0.30000000000000004,20,80,17,19684.0,7.612274885177612
70,27,65,0.6000000000000001,10,85,13,12440.0,7.871788024902344
55,40,71,0.1,15,90,13,1579.0,7.532971143722534
30,25,66,0.6000000000000001,10,80,19,17428.0,7.569596290588379
30,31,71,0.6000000000000001,10,75,19,11231.0,7.590780973434448
50,37,65,0.2,20,85,13,20686.0,7.618066310882568
60,26,61,0.1,20,90,5,12886.0,7.570884943008423
65,30,73,0.5,15,90,13,-2856.0,7.502732038497925
30,30,60,0.2,20,80,11,812.0,7.686588764190674
50,38,72,0.1,20,90,15,1634.0,7.55594801902771
65,34,67,0.6000000000000001,15,75,9,5298.0,7.6361188888549805
60,29,68,0.1,20,75,4,3829.0,7.665852069854736
50,30,73,0.1,15,80,14,854.0,7.491748094558716
50,33,73,0.2,10,85,9,2700.0,7.371355056762695
55,38,67,0.6000000000000001,15,75,12,11226.0,7.472383975982666
60,35,62,0.2,20,80,9,35445.0,7.413203239440918
35,25,62,0.1,15,80,3,18153.0,7.4790918827056885
40,30,64,0.1,15,90,9,19118.0,7.47110915184021
55,36,65,0.2,20,85,15,28945.0,7.498711109161377
60,26,65,0.5,15,80,18,12245.0,7.460415840148926
30,33,71,0.4,20,90,4,8949.0,7.44045615196228
60,38,60,0.2,20,80,3,28580.0,7.529674053192139
35,31,62,0.5,20,80,17,17062.0,7.503843069076538
35,29,63,0.5,10,90,11,24351.0,7.508252859115601
55,35,74,0.1,15,80,18,1201.0,7.594604969024658
70,28,71,0.1,20,85,8,5772.0,7.478689908981323
70,40,61,0.5,10,90,6,20837.0,7.56347393989563
50,26,61,0.5,10,75,8,15512.0,7.491631031036377
70,40,62,0.5,10,85,13,20471.0,7.535470247268677
40,36,63,0.30000000000000004,20,85,9,1455.0,7.4308648109436035
30,32,67,0.2,20,80,4,7405.0,7.410488843917847
30,35,74,0.2,15,90,15,-256.0,7.6362409591674805
50,37,63,0.30000000000000004,10,85,10,18593.0,7.6399712562561035
60,39,66,0.1,15,80,11,11690.0,7.640745162963867
55,32,64,0.4,15,85,10,27078.0,7.650989055633545
50,27,71,0.2,20,80,7,2979.0,7.552671909332275
65,31,65,0.5,10,80,13,16667.0,7.629152059555054
60,34,62,0.2,20,75,17,36718.0,7.671977758407593
50,36,72,0.4,15,90,18,2373.0,7.699337005615234
40,26,73,0.5,10,75,13,-4552.0,7.652724027633667
70,35,66,0.5,20,75,3,6846.0,7.559512138366699
55,34,68,0.2,15,80,19,12906.0,7.565946817398071
70,26,75,0.6000000000000001,10,85,7,5010.0,7.462728977203369
45,30,64,0.1,10,90,5,19518.0,7.6586689949035645
70,36,71,0.30000000000000004,10,85,6,-4838.0,7.486680269241333
60,33,65,0.2,20,90,12,19642.0,7.453485012054443
70,38,63,0.30000000000000004,20,75,16,26928.0,7.650752067565918
30,27,68,0.1,20,85,16,18411.0,7.635292291641235
40,29,69,0.1,20,75,9,8238.0,7.631187915802002
40,40,74,0.2,10,85,11,-6999.0,7.5565948486328125
35,26,72,0.1,20,80,15,4462.0,7.647082090377808
45,28,70,0.2,15,85,19,11216.0,7.569401025772095
45,32,60,0.1,15,90,19,20117.0,7.753539085388184
60,38,65,0.5,15,75,9,20621.0,7.619266748428345
40,25,70,0.1,20,75,12,9190.0,7.592682123184204
45,25,65,0.30000000000000004,10,80,14,10278.0,7.6004369258880615
65,34,71,0.30000000000000004,20,85,8,-2811.0,7.494539976119995
55,32,63,0.5,20,80,14,29350.0,7.46141505241394
55,32,73,0.5,10,75,17,1200.0,7.406795978546143
45,25,74,0.6000000000000001,20,80,9,7864.0,7.613955020904541
45,28,75,0.1,20,75,2,-967.0,7.83841609954834
50,28,61,0.30000000000000004,15,90,18,21184.0,7.6657280921936035
40,26,70,0.5,10,90,16,762.0,7.704820871353149
65,38,69,0.1,15,80,13,590.0,7.920567035675049
30,30,75,0.1,20,80,7,3922.0,7.818292856216431
35,25,60,0.5,10,85,14,17496.0,8.213653087615967
70,30,73,0.30000000000000004,20,85,13,-1992.0,8.383679151535034
45,40,65,0.6000000000000001,10,85,6,-2913.0,8.503181219100952
50,35,72,0.6000000000000001,10,85,13,2888.0,8.160310983657837
70,35,68,0.2,10,85,5,-176.0,8.296337842941284
40,31,68,0.1,10,80,9,10060.0,8.224395036697388
55,29,75,0.30000000000000004,10,85,15,-5594.0,8.282867908477783
35,35,75,0.4,20,90,8,-2383.0,8.132981061935425
40,30,73,0.6000000000000001,10,80,9,-121.0,8.17583179473877
60,35,67,0.4,10,90,10,16466.0,8.09993600845337
35,25,67,0.5,20,80,9,21328.0,7.731490850448608
65,39,67,0.2,20,90,8,5232.0,7.514726161956787
60,34,66,0.2,15,80,17,20870.0,7.554656028747559
35,39,75,0.2,15,75,15,-5840.0,7.74248480796814
45,28,70,0.5,15,80,9,15293.0,7.644911050796509
55,28,63,0.2,20,85,16,17410.0,7.625006198883057
60,40,73,0.30000000000000004,10,85,5,-2655.0,7.465078115463257
60,25,64,0.30000000000000004,15,80,19,9591.0,7.529331207275391
45,25,73,0.1,20,75,19,8202.0,7.278938055038452
40,35,66,0.30000000000000004,10,75,19,9441.0,7.272954225540161
50,40,66,0.5,10,90,12,5913.0,7.401329278945923
55,37,64,0.6000000000000001,15,75,4,24844.0,7.4777672290802
65,26,70,0.1,15,80,14,5180.0,7.263036012649536
40,32,72,0.6000000000000001,10,90,4,7198.0,7.264024972915649
60,27,71,0.6000000000000001,20,85,17,4836.0,7.428159952163696
30,40,69,0.5,15,90,19,-17403.0,7.532588005065918
60,37,73,0.2,15,90,17,-1382.0,7.445775032043457
65,35,70,0.2,20,85,2,427.0,7.7202818393707275
30,26,74,0.2,20,90,17,15084.0,7.652585983276367
65,37,66,0.2,20,80,13,16856.0,7.668492794036865
30,31,75,0.5,10,90,14,5620.0,7.539980173110962
45,32,75,0.4,20,80,18,-570.0,7.605540990829468
